complication	0.365	0.726	0.330
comply	0.806	0.370	0.638
compose	0.639	0.432	0.694
composed	0.684	0.385	0.682
composer	0.822	0.588	0.691
composition	0.765	0.408	0.652
compost	0.480	0.404	0.441
composure	0.802	0.354	0.717
compound	0.635	0.385	0.735
comprehend	0.875	0.365	0.689
comprehensive	0.796	0.385	0.644
compressed	0.323	0.396	0.388
compression	0.646	0.521	0.579
compressor	0.418	0.481	0.630
compromise	0.677	0.520	0.805
compulsory	0.343	0.541	0.791
compute	0.531	0.408	0.564
computer	0.802	0.356	0.639
computerized	0.677	0.450	0.657
computing	0.745	0.398	0.695
con	0.255	0.736	0.427
conceited	0.194	0.667	0.473
concentrate	0.750	0.439	0.743
concentration	0.735	0.500	0.722
concept	0.573	0.265	0.632
concern	0.250	0.734	0.463
concerned	0.292	0.698	0.350
concert	0.938	0.867	0.718
concerto	0.613	0.759	0.679
conch	0.583	0.306	0.339
conclave	0.573	0.440	0.611
conclusion	0.615	0.377	0.659
conclusive	0.500	0.427	0.745
concrete	0.633	0.420	0.547
condensed	0.598	0.415	0.623
condescending	0.583	0.363	0.593
condition	0.500	0.469	0.519
conditional	0.521	0.343	0.556
conditioning	0.440	0.468	0.617
conditions	0.551	0.441	0.593
condom	0.406	0.637	0.500
condor	0.573	0.388	0.519
conductor	0.677	0.663	0.621
cone	0.417	0.208	0.343
confess	0.360	0.712	0.431
confession	0.469	0.642	0.460
confessional	0.458	0.392	0.629
confessions	0.325	0.538	0.658
confetti	0.781	0.573	0.250
confidence	0.959	0.276	0.943
confident	0.765	0.324	0.723
confidential	0.643	0.471	0.761
confinement	0.333	0.656	0.520
confirmation	0.812	0.480	0.692
conflict	0.335	0.906	0.471
conformity	0.645	0.363	0.579
confrontation	0.177	0.870	0.658
confuse	0.100	0.580	0.270
confused	0.220	0.650	0.179
confusing	0.229	0.690	0.222
confusion	0.255	0.667	0.277
conga	0.469	0.529	0.440
congenial	0.820	0.412	0.620
congratulations	0.960	0.755	0.719
congressman	0.438	0.471	0.877
conjure	0.385	0.679	0.645
connect	0.724	0.299	0.536
connected	0.816	0.550	0.612
connection	0.729	0.560	0.655
conquer	0.694	0.873	0.971
conqueror	0.604	0.809	0.930
conquest	0.710	0.702	0.833
conscience	0.663	0.375	0.721
conscious	0.740	0.333	0.705
consciousness	0.840	0.483	0.755
consequence	0.240	0.721	0.593
conservation	0.832	0.401	0.606
conservative	0.615	0.316	0.788
conservatory	0.635	0.240	0.729
consider	0.677	0.368	0.579
consideration	0.589	0.380	0.687
consistency	0.714	0.500	0.887
consolation	0.408	0.250	0.304
console	0.625	0.398	0.415
consolidated	0.700	0.366	0.784
conspiracy	0.125	0.787	0.652
constancy	0.786	0.443	0.763
constant	0.740	0.296	0.686
constantly	0.663	0.561	0.700
constellation	0.719	0.533	0.775
constipation	0.079	0.612	0.231
constructive	0.860	0.570	0.812
consume	0.427	0.620	0.509
consuming	0.573	0.541	0.536
consumption	0.390	0.531	0.538
contact	0.719	0.424	0.526
contagious	0.184	0.725	0.400
contamination	0.125	0.610	0.375
contemplate	0.740	0.347	0.642
contemplation	0.552	0.324	0.627
contemplative	0.729	0.308	0.739
contemporary	0.720	0.365	0.569
contemptuous	0.204	0.500	0.375
contend	0.510	0.657	0.731
contender	0.480	0.790	0.681
content	0.764	0.296	0.559
contented	0.857	0.612	0.746
contention	0.375	0.510	0.738
contentment	0.875	0.610	0.782
contest	0.667	0.698	0.717
contestant	0.760	0.530	0.602
continent	0.551	0.373	0.833
continental	0.486	0.350	0.755
continuation	0.615	0.470	0.566
continuous	0.625	0.509	0.580
continuum	0.677	0.390	0.491
contour	0.589	0.265	0.414
contraband	0.177	0.875	0.670
contradiction	0.250	0.660	0.377
contrast	0.480	0.406	0.520
contrasted	0.521	0.538	0.491
control	0.729	0.352	0.808
controller	0.469	0.712	0.868
controversial	0.271	0.858	0.538
controversy	0.250	0.819	0.600
convalescent	0.458	0.480	0.269
convenience	0.781	0.448	0.613
convenient	0.846	0.491	0.574
converge	0.635	0.471	0.539
conversation	0.750	0.510	0.609
conversion	0.480	0.605	0.736
convertible	0.542	0.529	0.717
conviction	0.615	0.704	0.826
convolution	0.417	0.559	0.527
convoy	0.500	0.671	0.639
coo	0.490	0.439	0.500
cook	0.847	0.500	0.412
cookie	0.792	0.306	0.250
cookies	0.823	0.451	0.316
cooking	0.694	0.510	0.434
cool	0.885	0.540	0.781
cooler	0.664	0.375	0.460
cooling	0.469	0.324	0.392
coolness	0.490	0.307	0.548
coop	0.612	0.445	0.650
cooperation	0.847	0.473	0.686
cop	0.327	0.770	0.836
copacetic	0.510	0.471	0.453
cope	0.592	0.647	0.709
copy	0.460	0.240	0.263
copycat	0.449	0.580	0.443
copying	0.448	0.315	0.404
copyright	0.458	0.402	0.663
coral	0.802	0.231	0.425
cord	0.388	0.378	0.358
core	0.721	0.378	0.540
cork	0.347	0.250	0.281
corn	0.594	0.196	0.292
cornball	0.479	0.378	0.325
corner	0.400	0.296	0.366
cornerstone	0.550	0.388	0.596
cornet	0.507	0.520	0.415
cornfield	0.719	0.310	0.349
corny	0.448	0.370	0.221
corona	0.818	0.439	0.745
coronation	0.792	0.592	0.836
corporate	0.592	0.454	0.745
corporation	0.429	0.332	0.873
corporeal	0.520	0.350	0.461
corpse	0.094	0.657	0.232
correct	0.857	0.306	0.723
correspondence	0.663	0.423	0.491
corridor	0.604	0.589	0.592
corrosion	0.156	0.610	0.348
corrosive	0.140	0.618	0.570
corrupt	0.020	0.806	0.500
corruption	0.052	0.830	0.549
cosmic	0.663	0.538	0.692
cosmology	0.651	0.438	0.637
cosmopolitan	0.823	0.510	0.760
cosmos	0.860	0.478	0.664
costume	0.548	0.510	0.374
cosy	0.847	0.255	0.518
cot	0.625	0.230	0.278
cote	0.439	0.344	0.324
cottage	0.600	0.279	0.361
cotton	0.639	0.071	0.240
couch	0.594	0.082	0.198
cougar	0.438	0.588	0.538
cough	0.255	0.627	0.241
council	0.875	0.279	0.635
count	0.594	0.389	0.492
countdown	0.438	0.692	0.490
counter	0.439	0.478	0.750
counterbalance	0.520	0.480	0.627
counterpoint	0.438	0.509	0.538
country	0.698	0.394	0.693
countryman	0.673	0.441	0.789
countrymusic	0.795	0.451	0.438
countryside	0.732	0.288	0.327
county	0.479	0.368	0.545
couple	0.806	0.605	0.607
coupling	0.594	0.479	0.555
courage	0.830	0.728	0.849
courageous	0.918	0.587	0.879
courier	0.551	0.383	0.441
court	0.479	0.769	0.827
courteous	0.937	0.396	0.529
courts	0.367	0.710	0.816
cousin	0.675	0.394	0.427
cousins	0.760	0.409	0.464
cove	0.500	0.304	0.370
coven	0.458	0.578	0.591
covenant	0.594	0.462	0.667
cover	0.365	0.240	0.471
coverage	0.767	0.413	0.629
covered	0.562	0.340	0.644
covering	0.615	0.382	0.583
cow	0.449	0.230	0.300
coward	0.102	0.490	0.149
cowboy	0.594	0.625	0.695
cowgirl	0.541	0.566	0.554
cowhand	0.438	0.480	0.596
coy	0.347	0.330	0.213
coyote	0.459	0.471	0.387
cozy	0.910	0.356	0.545
crab	0.421	0.396	0.330
crack	0.302	0.625	0.400
cracker	0.604	0.343	0.346
crackerjack	0.567	0.509	0.426
cracking	0.327	0.557	0.286
crackle	0.327	0.643	0.481
cradle	0.776	0.194	0.333
crafty	0.589	0.679	0.783
craig	0.448	0.449	0.490
crammed	0.406	0.740	0.466
cranberry	0.793	0.330	0.363
crank	0.448	0.275	0.417
cranky	0.194	0.776	0.396
crappy	0.039	0.582	0.208
crash	0.194	0.906	0.355
crass	0.223	0.490	0.466
crate	0.427	0.173	0.274
crater	0.450	0.647	0.529
crave	0.625	0.510	0.731
crawl	0.479	0.519	0.467
crayons	0.684	0.366	0.405
craze	0.255	0.657	0.435
crazed	0.153	0.877	0.417
craziness	0.238	0.908	0.255
crazy	0.156	0.843	0.321
creaking	0.302	0.743	0.415
cream	0.688	0.259	0.220
creamy	0.823	0.337	0.345
create	0.786	0.588	0.789
creation	0.927	0.575	0.868
creative	0.917	0.518	0.788
creativity	0.938	0.684	0.815
creator	0.865	0.592	0.856
creature	0.669	0.625	0.620
credence	0.760	0.460	0.737
creed	0.573	0.245	0.544
creep	0.354	0.647	0.361
creeper	0.429	0.558	0.366
creeping	0.292	0.613	0.282
creepy	0.125	0.861	0.373
creole	0.667	0.357	0.523
crescendo	0.760	0.575	0.594
crest	0.458	0.333	0.333
crestfallen	0.235	0.346	0.175
crew	0.604	0.598	0.735
cricket	0.423	0.539	0.370
cried	0.167	0.612	0.254
crime	0.071	0.943	0.630
criminal	0.021	0.830	0.529
criminality	0.122	0.863	0.580
crimp	0.260	0.557	0.396
crimson	0.667	0.385	0.370
cringe	0.245	0.840	0.377
crisis	0.208	0.811	0.431
crisp	0.776	0.692	0.508
crispy	0.656	0.550	0.509
critic	0.264	0.604	0.686
critical	0.312	0.802	0.545
criticism	0.115	0.563	0.505
crock	0.385	0.412	0.421
crockery	0.552	0.216	0.327
crocodile	0.344	0.708	0.610
crook	0.171	0.765	0.550
crooked	0.146	0.594	0.305
crop	0.615	0.260	0.500
cross	0.448	0.321	0.569
cross country	0.531	0.441	0.529
crossfire	0.316	0.896	0.722
crossing	0.549	0.349	0.451
crossover	0.559	0.550	0.500
crow	0.224	0.439	0.363
crowbar	0.406	0.531	0.386
crowd	0.350	0.827	0.731
crowded	0.694	0.286	0.585
crown	0.708	0.572	0.737
crucial	0.541	0.657	0.777
crucify	0.146	0.878	0.573
crude	0.198	0.402	0.357
cruel	0.122	0.866	0.391
cruelty	0.092	0.836	0.536
cruise	0.740	0.442	0.683
cruise ship	0.878	0.650	0.500
cruiser	0.737	0.490	0.608
cruising	0.886	0.580	0.560
crumble	0.333	0.480	0.423
crummy	0.125	0.531	0.224
crunch	0.292	0.630	0.406
crunchy	0.625	0.560	0.539
crusade	0.592	0.720	0.709
crusader	0.439	0.588	0.548
crush	0.271	0.676	0.582
crushed	0.167	0.647	0.300
crusher	0.271	0.709	0.598
crushing	0.219	0.755	0.411
crust	0.542	0.337	0.456
crusty	0.625	0.531	0.473
crux	0.469	0.558	0.519
cry	0.133	0.627	0.255
crybaby	0.375	0.702	0.311
crying	0.153	0.704	0.208
cryptic	0.296	0.516	0.474
crystal	0.618	0.270	0.508
crystalline	0.765	0.235	0.534
crystallization	0.600	0.449	0.565
cub	0.646	0.382	0.284
cube	0.469	0.226	0.274
cubic	0.458	0.306	0.407
cubicle	0.479	0.343	0.417
cuckoo	0.420	0.459	0.284
cucumber	0.490	0.235	0.237
cuddle	0.885	0.559	0.475
cuddles	0.847	0.382	0.500
cuddling	0.917	0.562	0.433
cue	0.521	0.433	0.484
culmination	0.656	0.586	0.695
culpable	0.140	0.700	0.319
culprit	0.062	0.676	0.333
cult	0.448	0.535	0.648
cultural	0.802	0.390	0.623
culture	0.753	0.304	0.675
cunning	0.604	0.685	0.683
cunt	0.135	0.673	0.377
cup	0.615	0.167	0.231
cupcake	0.656	0.333	0.344
curb	0.472	0.371	0.402
cure	0.719	0.377	0.623
curiosity	0.750	0.755	0.463
curious	0.635	0.600	0.483
curl	0.385	0.452	0.351
curling	0.583	0.592	0.400
currency	0.583	0.418	0.592
current	0.625	0.312	0.612
curry	0.633	0.345	0.302
curse	0.033	0.720	0.375
cursed	0.083	0.783	0.393
cursing	0.112	0.860	0.446
curt	0.245	0.610	0.452
curtains	0.615	0.123	0.342
curve	0.480	0.375	0.307
customer	0.562	0.430	0.673
cut	0.490	0.490	0.393
cute	0.920	0.528	0.579
cutie	0.638	0.528	0.464
cutter	0.427	0.731	0.583
cutthroat	0.110	0.823	0.663
cutting	0.448	0.375	0.536
cyanide	0.229	0.667	0.545
cyberspace	0.677	0.594	0.611
cycle	0.635	0.400	0.533
cyclical	0.380	0.450	0.554
cylinder	0.459	0.324	0.447
cymbal	0.542	0.363	0.362
cynic	0.135	0.632	0.473
cynical	0.156	0.760	0.474
cynicism	0.104	0.780	0.454
czar	0.480	0.348	0.643
dad	0.857	0.412	0.786
daddy	0.795	0.400	0.736
dado	0.510	0.240	0.364
daft	0.255	0.436	0.157
dagger	0.224	0.797	0.613
daily	0.653	0.347	0.473
dainty	0.604	0.284	0.424
dairy	0.633	0.255	0.462
daisy	0.562	0.367	0.333
dale	0.622	0.270	0.365
dam	0.250	0.553	0.394
damage	0.059	0.726	0.403
damaged	0.104	0.635	0.182
damages	0.082	0.760	0.310
dame	0.694	0.480	0.500
damn	0.073	0.784	0.431
damnation	0.135	0.750	0.416
damned	0.100	0.760	0.465
damp	0.360	0.279	0.210
dance	0.894	0.840	0.551
dancer	0.740	0.768	0.545
dancing	0.885	0.868	0.444
dandy	0.673	0.520	0.630
danger	0.115	0.923	0.673
dangerous	0.020	0.941	0.658
dank	0.390	0.381	0.383
dapper	0.770	0.560	0.698
dare	0.677	0.788	0.684
daredevil	0.429	0.714	0.653
daring	0.583	0.840	0.711
dark	0.198	0.398	0.426
darkened	0.135	0.440	0.452
darkly	0.219	0.548	0.443
darkness	0.102	0.602	0.418
darkroom	0.188	0.627	0.423
darkside	0.102	0.690	0.365
darling	0.885	0.370	0.608
darn	0.115	0.765	0.418
dart	0.417	0.608	0.500
dash	0.574	0.312	0.324
dashboard	0.510	0.371	0.595
dashing	0.612	0.627	0.799
data	0.500	0.250	0.426
date	0.604	0.231	0.400
daughter	0.908	0.415	0.455
dawn	0.827	0.235	0.519
day	0.719	0.269	0.389
daybreak	0.802	0.358	0.474
daydream	0.750	0.337	0.456
daydreaming	0.776	0.360	0.479
daylight	0.865	0.420	0.545
daytime	0.750	0.324	0.454
daze	0.245	0.735	0.329
dazed	0.300	0.697	0.277
dazzling	0.854	0.880	0.767
deacon	0.531	0.430	0.736
dead	0.052	0.454	0.194
deadbeat	0.229	0.453	0.368
deadline	0.214	0.615	0.460
deadlock	0.170	0.418	0.323
deadly	0.143	0.849	0.554
deal	0.719	0.599	0.543
dealer	0.799	0.615	0.683
dealing	0.724	0.415	0.598
dean	0.612	0.469	0.723
dear	0.880	0.434	0.629
dearest	0.902	0.427	0.508
death	0.031	0.720	0.472
deathly	0.073	0.771	0.682
debauchery	0.354	0.901	0.500
debris	0.135	0.396	0.327
debt	0.204	0.598	0.336
debut	0.806	0.606	0.629
debutante	0.771	0.627	0.454
decade	0.531	0.402	0.665
decadence	0.237	0.455	0.291
decadent	0.290	0.559	0.324
decaf	0.480	0.324	0.353
decay	0.143	0.312	0.170
decaying	0.073	0.510	0.214
deceased	0.021	0.538	0.188
deceit	0.020	0.696	0.343
deceived	0.059	0.673	0.302
deceiving	0.099	0.636	0.426
december	0.740	0.540	0.464
decent	0.823	0.296	0.653
deception	0.090	0.745	0.370
deceptive	0.027	0.605	0.294
decide	0.656	0.540	0.855
decision	0.646	0.510	0.839
decisive	0.740	0.509	0.935
deck	0.420	0.333	0.394
declaration	0.551	0.590	0.714
declare	0.677	0.623	0.668
decline	0.173	0.491	0.240
decode	0.551	0.510	0.640
decomposition	0.133	0.600	0.263
decompression	0.208	0.520	0.311
decorating	0.863	0.548	0.462
decoy	0.149	0.460	0.330
decry	0.400	0.814	0.548
dedicate	0.823	0.431	0.588
dedication	0.867	0.471	0.682
deejay	0.551	0.630	0.473
deep	0.490	0.473	0.657
defamation	0.110	0.670	0.481
default	0.459	0.343	0.712
defeat	0.092	0.500	0.224
defeated	0.104	0.582	0.145
defeatist	0.163	0.567	0.315
defect	0.135	0.561	0.185
defective	0.122	0.580	0.274
defender	0.639	0.708	0.750
defiance	0.333	0.780	0.760
defiant	0.250	0.792	0.769
define	0.688	0.415	0.632
definition	0.573	0.375	0.579
definitive	0.583	0.479	0.787
defloration	0.188	0.690	0.434
deft	0.719	0.575	0.849
defunct	0.112	0.491	0.272
defy	0.353	0.884	0.657
degenerate	0.069	0.724	0.264
degeneration	0.245	0.578	0.371
degrade	0.083	0.500	0.184
dejected	0.104	0.654	0.347
delay	0.204	0.510	0.162
delayed	0.188	0.490	0.216
delectable	0.781	0.642	0.718
delete	0.292	0.298	0.409
deli	0.561	0.448	0.447
deliberate	0.551	0.654	0.682
delicate	0.583	0.294	0.366
delicatessen	0.656	0.474	0.400
delicious	0.927	0.650	0.589
delight	0.949	0.666	0.647
delightful	0.918	0.735	0.644
delinquent	0.051	0.904	0.500
delirious	0.219	0.774	0.538
delirium	0.233	0.694	0.484
deliverance	0.750	0.520	0.658
dell	0.458	0.380	0.453
delta	0.551	0.343	0.509
delusion	0.344	0.647	0.400
delusional	0.219	0.745	0.327
deluxe	0.792	0.612	0.755
demanding	0.396	0.750	0.828
demented	0.088	0.787	0.309
dementia	0.092	0.779	0.337
demo	0.510	0.314	0.423
democracy	0.680	0.500	0.840
democrat	0.582	0.400	0.755
democratic	0.802	0.519	0.798
demolition	0.133	0.827	0.541
demon	0.037	0.908	0.509
demonic	0.146	0.875	0.600
demos	0.418	0.370	0.368
demure	0.690	0.315	0.417
denial	0.194	0.435	0.318
denied	0.188	0.604	0.333
denim	0.520	0.382	0.327
dense	0.354	0.343	0.536
density	0.602	0.471	0.561
dental	0.573	0.404	0.463
dentist	0.479	0.620	0.642
denying	0.080	0.542	0.272
deodorant	0.480	0.265	0.269
depart	0.398	0.480	0.444
departed	0.245	0.536	0.391
departure	0.573	0.500	0.426
dependence	0.250	0.451	0.433
dependency	0.429	0.365	0.356
dependent	0.354	0.455	0.404
deployment	0.510	0.520	0.612
depraved	0.031	0.837	0.395
depravity	0.115	0.854	0.453
depress	0.219	0.635	0.528
depressed	0.024	0.445	0.136
depressing	0.146	0.559	0.216
depression	0.031	0.520	0.232
depressive	0.143	0.434	0.202
deprivation	0.194	0.610	0.413
depth	0.708	0.561	0.759
deranged	0.376	0.868	0.357
derivative	0.541	0.491	0.508
descend	0.385	0.535	0.231
descendent	0.391	0.480	0.565
descending	0.219	0.493	0.250
describe	0.542	0.472	0.555
description	0.582	0.425	0.596
descriptive	0.667	0.352	0.570
desecrate	0.255	0.806	0.509
desert	0.469	0.279	0.389
deserted	0.156	0.480	0.214
deserter	0.122	0.710	0.366
desertion	0.122	0.630	0.289
deserve	0.802	0.436	0.613
design	0.796	0.327	0.632
desire	0.896	0.692	0.647
desolate	0.104	0.320	0.228
desolation	0.073	0.481	0.273
despair	0.115	0.794	0.245
despairing	0.073	0.735	0.286
desperado	0.260	0.745	0.361
desperate	0.083	0.842	0.337
desperation	0.125	0.904	0.419
despicable	0.146	0.710	0.255
despise	0.167	0.745	0.296
despondent	0.133	0.378	0.221
dessert	0.755	0.491	0.404
destination	0.708	0.471	0.637
destined	0.698	0.462	0.617
destiny	0.781	0.413	0.611
destroy	0.046	0.935	0.635
destroyed	0.031	0.696	0.288
destroyer	0.083	0.830	0.543
destroying	0.041	0.828	0.660
destruction	0.102	0.929	0.613
destructive	0.177	0.870	0.713
detach	0.357	0.625	0.450
detached	0.280	0.396	0.216
detachment	0.243	0.700	0.443
detailed	0.603	0.314	0.472
details	0.583	0.367	0.481
detective	0.500	0.764	0.901
detention	0.265	0.698	0.562
deteriorate	0.083	0.471	0.202
determination	0.776	0.725	0.795
determine	0.612	0.368	0.776
determined	0.760	0.528	0.673
detonation	0.167	0.931	0.741
detonator	0.207	0.875	0.750
deuce	0.479	0.338	0.425
devastating	0.104	0.856	0.419
devastation	0.090	0.904	0.472
developer	0.844	0.653	0.864
development	0.827	0.500	0.796
deviant	0.094	0.589	0.398
devil	0.161	0.900	0.611
devilish	0.073	0.865	0.490
devious	0.250	0.519	0.259
devolution	0.345	0.434	0.425
devoted	0.867	0.320	0.698
devotee	0.816	0.461	0.577
devotion	0.802	0.561	0.673
devotional	0.740	0.394	0.655
devour	0.344	0.888	0.574
dew	0.604	0.225	0.464
dexter	0.458	0.473	0.444
dexterity	0.771	0.673	0.864
diabolical	0.102	0.912	0.456
diagonal	0.500	0.343	0.410
dial	0.620	0.427	0.596
dialect	0.635	0.422	0.526
dialogue	0.599	0.441	0.625
diamond	0.910	0.606	0.769
diamonds	0.927	0.684	0.917
diarrhea	0.092	0.684	0.143
diary	0.698	0.292	0.464
dib	0.479	0.370	0.344
dibs	0.510	0.410	0.391
dice	0.458	0.441	0.264
dichotomy	0.323	0.482	0.483
dick	0.208	0.500	0.462
dickhead	0.115	0.608	0.284
dicks	0.310	0.694	0.358
dictatorship	0.082	0.806	0.784
didactic	0.645	0.480	0.673
die	0.031	0.765	0.259
died	0.021	0.650	0.327
diesel	0.490	0.327	0.448
difference	0.474	0.560	0.483
differences	0.365	0.582	0.342
different	0.612	0.394	0.473
difficult	0.235	0.700	0.508
difficulties	0.082	0.784	0.357
difficulty	0.079	0.740	0.368
diffusion	0.356	0.615	0.517
dig	0.367	0.585	0.637
digest	0.720	0.413	0.483
digit	0.447	0.286	0.333
digital	0.740	0.382	0.529
dignified	0.766	0.481	0.635
dignity	0.844	0.391	0.873
digs	0.448	0.670	0.635
dildo	0.536	0.587	0.491
dilemma	0.153	0.590	0.430
dill	0.427	0.360	0.373
dim	0.398	0.321	0.273
dime	0.653	0.317	0.345
dimension	0.592	0.415	0.627
dimensional	0.561	0.484	0.596
diminish	0.240	0.357	0.167
din	0.440	0.417	0.398
dine	0.821	0.519	0.478
diner	0.643	0.302	0.538
dining	0.724	0.350	0.459
dinky	0.357	0.451	0.358
dinner	0.823	0.392	0.379
dinnertime	0.796	0.406	0.341
dinosaur	0.448	0.630	0.596
diorama	0.592	0.441	0.462
dip	0.516	0.583	0.397
diploma	0.750	0.462	0.731
diplomacy	0.740	0.396	0.774
dippy	0.430	0.402	0.340
dire	0.214	0.660	0.259
direct	0.793	0.403	0.650
direction	0.719	0.330	0.684
dirt	0.112	0.500	0.236
dirty	0.153	0.460	0.170
disability	0.073	0.482	0.173
disaffected	0.176	0.410	0.291
disagree	0.133	0.590	0.345
disappear	0.143	0.441	0.350
disappearance	0.214	0.698	0.367
disappearing	0.167	0.427	0.379
disappoint	0.150	0.633	0.288
disappointed	0.071	0.472	0.241
disappointing	0.073	0.640	0.200
disappointment	0.115	0.490	0.336
disaster	0.082	0.892	0.433
disbelief	0.188	0.409	0.373
disc	0.622	0.410	0.426
discharge	0.427	0.538	0.578
disciple	0.765	0.385	0.462
discipline	0.615	0.471	0.806
disclaimer	0.367	0.571	0.542
disco	0.710	0.806	0.575
discomfort	0.153	0.719	0.272
disconcerting	0.106	0.549	0.269
disconnect	0.438	0.292	0.191
disconnected	0.292	0.276	0.173
disconnection	0.167	0.283	0.277
discontent	0.240	0.530	0.263
discontinuous	0.233	0.409	0.316
discord	0.115	0.882	0.465
discount	0.724	0.530	0.302
discouraged	0.220	0.304	0.090
discourse	0.410	0.550	0.803
discover	0.771	0.793	0.673
discovery	0.823	0.627	0.814
discretion	0.552	0.320	0.685
discrimination	0.051	0.724	0.379
disease	0.041	0.539	0.333
diseased	0.123	0.510	0.134
disgrace	0.061	0.531	0.331
disgruntled	0.104	0.658	0.442
disguise	0.573	0.694	0.431
disgusting	0.031	0.796	0.245
dish	0.552	0.255	0.264
disheartened	0.153	0.343	0.238
disillusionment	0.051	0.519	0.190
disintegration	0.094	0.551	0.381
disjoint	0.351	0.385	0.322
disjointed	0.323	0.518	0.365
dislike	0.156	0.406	0.321
dislocated	0.125	0.625	0.200
disloyalty	0.187	0.716	0.267
dismal	0.194	0.450	0.192
dismemberment	0.104	0.860	0.470
disorder	0.115	0.816	0.218
disorientation	0.163	0.472	0.212
disparaging	0.102	0.626	0.411
dispatch	0.317	0.417	0.555
dispatcher	0.365	0.704	0.652
dispirited	0.204	0.280	0.142
displaced	0.281	0.472	0.291
displacement	0.276	0.531	0.481
disposable	0.271	0.439	0.250
disrespectful	0.031	0.694	0.273
disrupt	0.265	0.640	0.349
disruptive	0.255	0.755	0.575
dissection	0.276	0.632	0.462
dissent	0.300	0.655	0.407
dissident	0.350	0.582	0.413
dissolution	0.204	0.464	0.349
dissolve	0.271	0.490	0.410
dissonance	0.173	0.471	0.336
distance	0.233	0.317	0.418
distant	0.229	0.324	0.269
distilled	0.427	0.573	0.500
distinct	0.542	0.578	0.509
distinction	0.584	0.571	0.750
distinctive	0.885	0.520	0.604
distinguished	0.823	0.593	0.759
distort	0.100	0.740	0.366
distorted	0.250	0.521	0.280
distortion	0.299	0.570	0.380
distracted	0.194	0.392	0.213
distracting	0.445	0.583	0.400
distraction	0.402	0.557	0.390
distraught	0.115	0.903	0.264
distress	0.073	0.840	0.396
distressing	0.075	0.750	0.375
disturb	0.175	0.760	0.481
disturbed	0.125	0.870	0.305
disturbing	0.146	0.792	0.439
ditto	0.449	0.418	0.411
ditty	0.470	0.433	0.334
diva	0.660	0.657	0.596
dive	0.583	0.531	0.500
diver	0.594	0.520	0.564
divers	0.583	0.580	0.602
diverse	0.562	0.519	0.604
diversion	0.740	0.821	0.714
diversity	0.806	0.472	0.711
divide	0.333	0.520	0.417
divided	0.271	0.623	0.391
divine	0.918	0.571	0.885
divinity	0.896	0.559	0.774
division	0.370	0.481	0.472
divorce	0.042	0.700	0.385
divulge	0.531	0.718	0.467
dizziness	0.229	0.555	0.254
dizzy	0.199	0.582	0.193
do	0.670	0.548	0.536
doc	0.458	0.317	0.392
docile	0.604	0.259	0.264
doctor	0.700	0.531	0.861
documentary	0.622	0.213	0.596
documents	0.530	0.250	0.587
dodge	0.333	0.760	0.509
dodgy	0.281	0.510	0.254
dodo	0.438	0.306	0.353
doe	0.550	0.336	0.336
dog	0.704	0.500	0.407
doggy	0.646	0.491	0.404
doghouse	0.438	0.417	0.340
dogma	0.530	0.460	0.719
doit	0.500	0.519	0.392
dole	0.448	0.402	0.348
doll	0.729	0.321	0.330
dollar	0.755	0.632	0.694
dollhouse	0.643	0.245	0.363
dolor	0.167	0.635	0.375
dolphin	0.776	0.350	0.414
dome	0.620	0.398	0.509
domestic	0.729	0.327	0.500
dominant	0.406	0.854	0.893
domination	0.505	0.786	0.959
dominatrix	0.390	0.727	0.709
dominion	0.542	0.704	0.890
domino	0.594	0.510	0.473
don	0.646	0.454	0.702
donation	0.792	0.398	0.602
donkey	0.406	0.367	0.245
doodle	0.604	0.402	0.376
doom	0.073	0.750	0.442
doomed	0.041	0.755	0.301
doomsday	0.125	0.861	0.670
door	0.549	0.189	0.421
doorbell	0.564	0.500	0.307
doorway	0.573	0.304	0.496
dopamine	0.548	0.469	0.426
dope	0.295	0.855	0.425
dopey	0.320	0.380	0.365
dork	0.272	0.519	0.361
dorky	0.302	0.480	0.390
dorm	0.719	0.194	0.327
dosage	0.344	0.450	0.490
dose	0.458	0.490	0.427
dot	0.434	0.290	0.391
dotty	0.375	0.402	0.393
double	0.677	0.378	0.569
doubt	0.395	0.351	0.231
doubts	0.306	0.448	0.305
douche	0.490	0.413	0.397
dour	0.360	0.404	0.325
dove	0.729	0.235	0.437
down	0.208	0.330	0.264
downer	0.120	0.594	0.226
downfall	0.200	0.717	0.182
downhill	0.292	0.573	0.279
download	0.602	0.490	0.503
downtime	0.240	0.226	0.324
downward	0.188	0.347	0.255
downy	0.630	0.170	0.255
dozen	0.583	0.343	0.425
draft	0.438	0.360	0.351
drag	0.388	0.606	0.348
dragon	0.541	0.821	0.712
dragonfly	0.571	0.373	0.357
drain	0.277	0.470	0.222
draining	0.337	0.396	0.304
drake	0.467	0.411	0.452
drama	0.430	0.755	0.481
dramaqueen	0.337	0.682	0.482
dramatic	0.367	0.780	0.443
draw	0.704	0.449	0.481
drawing	0.698	0.216	0.333
dread	0.153	0.792	0.368
dreadful	0.092	0.786	0.348
dream	0.844	0.157	0.328
dreamer	0.820	0.394	0.455
dreaming	0.854	0.320	0.336
dreamland	0.844	0.471	0.566
dreams	0.865	0.415	0.530
dreamt	0.812	0.380	0.518
dreamy	0.837	0.350	0.500
dreary	0.260	0.490	0.324
dredge	0.427	0.445	0.444
